assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,adboardid,teamcolor3b,defmentality,powid,rightfreekicktakerid,domesticprestige,genericint2,jerseytype,popularity,teamstadiumcapacity,iscompetitionscarfenabled,cityid,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,trait1vequal,suittypeid,numtransfersin,stanchionflamethrower,captainid,personalityid,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
111766,39,210,254,5220,1,1,2007,255,6,1,-41,255,1,1,Well. Phoenix,35,255,67,-1,281859,3,-1,2,1,34500,1,524,111399,0,66,64,66,64,174,49,64,64,1,0,53,281859,0,1082384,53,281859,1,0,53,2,281859,1,111766,139280,0,0,0,159991,1,281859,0,0,0,0,51,2000000,36,64,37,5,12,281859,183272,2,0,1,352,0,66,53,526352,64
111817,6,28,13,9999,255,255,1969,29,68,1,2,62,3,255,Paris FC,1,148,44,-1,240054,1,-1,2,1,20000,2,373,73,1,64,63,64,64,48,50,61,63,2,0,57,240054,0,1056768,39,240054,0,0,63,2,235706,4,111817,1056768,2,0,0,203933,1,240054,0,0,0,0,52,800000,57,64,63,4,1,199029,163657,2,0,1,352,0,69,39,526336,64
111821,39,2,207,11597,1,1,1905,255,38,1,48,255,1,1,Admira Wacker,16,255,47,-1,210311,5,-1,1,1,12000,1,305,1785,1,64,66,67,65,16,42,65,63,1,0,49,210311,1,1089540,63,200918,0,6,47,4,210311,7,111821,565252,2,0,0,210601,0,210311,9,0,1,1,51,2813000,49,64,66,9,1,210311,183691,2,0,2,352,0,68,52,526340,65
111822,6,255,255,2925,1,1,1931,252,255,5,46,252,7,1,Wolfsberger AC,1,252,25,-1,202518,2,-1,2,5,8100,1,529,209,1,64,63,64,63,14,71,62,63,1,0,31,202375,0,1069064,41,202518,1,0,37,2,188856,2,111822,542728,2,0,0,190592,0,202375,0,0,0,0,73,625000,61,63,61,5,1,202375,202375,2,0,1,352,0,66,61,542728,63
111928,33,60,1,234998,1,1,1994,255,166,1,37,255,2,1,SJ Earthquakes,1,255,29,-1,205401,5,-1,1,5,18000,1,420,697,1,71,68,70,67,-121,68,66,68,1,0,24,205401,0,528472,45,205401,1,0,21,2,205401,2,111928,528472,0,0,0,217047,0,205401,2,0,0,0,70,3660000,75,69,69,5,-8,205401,176628,2,0,2,352,0,71,45,528472,66
111974,39,102,0,79355,1,1,1920,255,0,2,44,255,3,1,Sassuolo,9,255,63,-1,211022,6,-1,2,5,21584,1,438,189,1,74,76,74,76,10,34,75,75,1,0,52,229857,0,99332,65,229857,1,0,63,2,211022,5,111974,1049604,0,0,0,199845,0,211022,0,0,0,0,66,13000000,56,76,56,3,1,193077,210935,2,0,4,352,0,78,57,526340,76
111976,39,79,0,4800,255,255,1923,255,162,3,-27,255,2,255,Avaí,32,255,37,-1,282328,3,-1,2,2,17826,0,165,112119,1,68,69,68,68,-48,50,69,69,0,0,50,237182,1,1089793,55,282328,1,0,41,4,282328,3,111976,1089793,2,0,0,234021,0,282328,0,0,0,0,40,1100000,38,69,51,7,-3,236178,234014,7,0,3,352,0,71,59,559361,68
111993,6,0,191,9999,255,255,1973,191,0,2,45,0,4,255,Cittadella,9,0,44,-1,281248,1,-1,2,1,7632,1,571,206,1,64,64,64,66,11,38,60,60,1,0,53,224507,1,99330,35,224507,0,0,60,2,281248,5,111993,1065986,2,0,0,219726,0,281248,0,0,0,0,36,1500000,56,64,36,8,1,228714,188499,2,0,1,352,0,68,66,548866,66
112026,6,255,255,21513,25,250,1929,255,18,2,41,255,5,25,Benevento,1,18,50,-1,206160,7,-1,2,5,17554,1,572,2038,1,71,71,71,72,14,47,71,71,1,0,41,173160,1,66560,41,173160,0,0,65,2,206160,3,112026,1056768,2,0,0,282573,0,206160,0,0,0,0,73,6000000,59,71,56,2,1,206160,206160,2,0,2,352,0,76,64,1056768,72
112075,6,240,230,6212,255,70,2000,255,45,10,48,1,10,60,SKN St. Pölten,1,1,43,-1,234653,1,-1,2,1,8000,1,587,111821,1,63,63,63,63,15,69,60,58,1,0,50,234653,1,1085440,80,234653,0,0,54,2,234653,5,112075,1085440,1,0,0,234653,0,234653,0,0,0,0,73,2700100,80,62,64,4,1,202893,234653,2,0,1,352,0,66,50,542720,63
112093,35,1,1,15915,1,1,1991,255,153,2,34,255,2,1,Gamba Osaka,1,255,47,-1,212260,8,-1,2,5,39694,2,544,111575,1,69,66,67,68,135,41,64,65,1,0,49,212260,0,73730,48,191378,1,5,52,2,191378,3,112093,1049602,0,0,0,191378,0,212260,2,0,0,0,49,5600000,57,67,48,3,9,207835,140196,4,0,5,352,0,71,45,1052674,67
112096,43,1,255,4778,1,1,1945,255,1,2,26,255,2,153,Ettifaq FC,39,255,41,-1,224962,3,-1,2,3,21701,1,591,112391,1,63,64,64,64,50,46,61,59,2,1,47,224962,1,1049617,44,224962,1,2,42,4,222153,9,112096,1056785,0,0,0,209027,0,224962,2,0,0,0,52,1600000,48,63,45,8,3,224962,185019,9,0,5,352,0,66,54,1056785,66
112115,23,128,255,6999,51,1,2008,255,1,4,37,255,2,102,Gangwon FC,1,255,43,-1,208304,2,-1,1,1,22333,1,174,1474,1,66,65,66,65,128,49,63,63,1,1,61,208304,1,1073160,48,208304,0,0,42,4,208304,6,112115,1073160,2,0,0,203618,0,208304,0,0,0,0,51,2600000,61,65,42,6,9,208304,155352,4,0,1,352,0,66,68,1073160,65
112116,73,150,100,14496,255,255,1955,177,255,2,-34,207,3,255,CD O'Higgins,1,245,74,-1,282896,8,-1,2,3,15600,1,395,111327,1,74,74,74,74,-70,70,73,73,1,0,37,160140,1,282752,37,159959,1,0,67,2,160072,5,112116,282752,2,0,0,160013,1,282896,1,0,0,0,72,1100000,77,74,71,6,-3,160140,160124,7,0,3,352,0,74,67,83072,74
112119,39,40,245,2776,1,1,1937,255,0,1,-16,255,5,1,Atlético-GO,32,255,29,-1,230423,2,-1,2,1,13500,0,597,111976,1,69,67,69,64,-49,66,68,68,1,0,40,230423,1,1073168,60,282840,1,0,33,2,282840,3,112119,544784,2,0,0,230244,0,230423,0,0,0,0,71,810000,77,67,74,8,-3,230423,230483,7,1,2,352,0,73,70,544784,64
112122,39,20,255,4000,220,50,1969,50,20,2,41,70,3,70,Karabükspor,37,220,49,-1,220900,2,-1,1,2,12400,1,585,101020,1,70,69,70,71,32,50,67,69,1,0,52,280698,1,1056768,59,229620,0,0,65,4,223424,4,112122,1056768,0,0,0,155463,1,220900,0,0,0,0,52,2000000,52,70,65,6,2,205998,204213,9,0,1,352,0,71,59,1056768,72
112130,47,177,34,3496,255,255,1922,30,76,2,57,170,5,255,J-Södra,1,70,49,-1,232175,1,-1,2,1,6200,0,236,1439,1,63,63,64,62,14,52,61,64,1,0,49,232175,1,1056776,31,232175,1,0,65,2,232175,6,112130,1056776,0,0,0,20689,0,232175,0,0,0,1,49,500000,49,64,65,7,1,227685,231508,2,0,1,352,0,65,31,526344,62
112134,33,10,0,170000,68,171,2008,78,68,2,40,143,2,138,Philadelphia,1,201,48,-1,190552,2,-1,2,2,18500,1,104,689,1,69,68,67,69,-75,52,65,66,1,0,39,190552,1,1056768,45,190552,1,0,39,2,234468,2,112134,1056768,1,0,0,232083,0,190552,0,0,1,1,53,3660000,39,68,39,5,-5,202220,177390,2,0,1,352,0,72,45,1056768,69
112139,43,204,255,17780,204,1,1955,1,1,3,24,1,3,1,Al Nassr,39,1,60,-1,191263,8,-1,2,4,62685,1,405,605,1,70,70,71,69,48,36,70,70,0,1,35,225256,1,99329,54,209281,1,6,61,2,191263,2,112139,99329,2,0,0,208923,0,191263,7,0,0,0,40,6800000,45,69,35,2,3,225256,191263,9,0,4,352,0,71,45,1089537,70
112171,47,120,255,1999,203,52,2007,240,0,2,59,130,3,147,AFC Eskilstuna,1,0,28,-1,237513,1,-1,2,1,7800,0,622,705,1,63,64,64,60,16,67,63,63,1,0,34,237513,1,99328,74,237513,0,0,32,2,237513,1,112171,559104,1,0,0,237513,0,237513,0,0,0,0,69,560000,74,63,54,1,1,237513,237513,2,0,1,352,0,65,44,559104,62
112172,34,1,221,324377,68,12,2009,255,68,1,51,255,4,32,Leipzig,1,255,60,-1,215616,7,-1,2,5,42959,1,273,110502,1,78,77,78,79,12,69,75,75,1,0,46,215616,1,73776,36,215616,1,0,64,2,215616,8,112172,69680,2,0,0,222692,0,215616,0,0,0,1,73,50000000,76,77,80,1,1,225713,208448,2,0,5,352,0,79,36,135216,79
66092,23,38,0,0,255,255,2012,0,110,0,50,38,0,255,adidas All-Star,1,110,45,155,158023,10,-1,2,0,50000,0,47,1318,0,87,87,87,87,11,20,87,87,0,0,50,176635,0,0,70,176635,1,0,55,2,176635,0,112190,0,2,0,0,158023,1,158023,0,0,0,0,50,50000000,50,87,35,0,1,158023,158023,2,0,10,352,0,-1,50,0,87
112199,130,73,0,2847,255,255,2008,0,150,3,59,87,3,255,Sarpsborg 08 FF,13,170,48,-1,200253,2,-1,2,2,5759,0,437,1463,1,64,64,64,65,11,53,65,66,1,0,35,184229,2,1049856,45,184229,0,6,39,2,184229,5,112199,1057024,2,0,0,184229,0,200253,0,0,0,0,53,600000,35,65,39,4,1,191083,200253,2,0,1,352,0,67,45,1049856,67
112218,39,141,37,185051,255,255,2008,0,97,4,45,154,4,255,FC Krasnodar,38,109,66,-1,231887,8,-1,1,5,34089,1,253,110231,1,75,75,75,77,40,38,73,75,1,0,35,231887,1,115844,54,207554,0,0,55,2,231887,8,112218,164996,1,0,0,216335,0,187491,0,0,0,0,40,16830000,55,75,35,5,3,187491,210872,2,0,6,352,0,77,55,1089668,77
112224,39,173,108,12999,255,255,2009,255,223,1,-37,25,1,255,Melbourne City,35,37,68,-1,284012,8,-1,2,3,30050,1,311,111397,2,67,66,67,68,144,49,65,65,1,0,46,199159,1,172082,76,199159,1,0,66,4,199159,1,112224,172082,2,0,0,199159,0,284012,0,0,0,1,49,2000000,66,66,70,5,10,284012,189225,2,0,2,352,0,69,36,1066034,68
112225,6,135,30,16000,255,255,1908,217,194,2,45,35,3,255,Novara,9,25,49,-1,186140,7,-1,2,2,17875,1,353,112398,1,68,68,68,70,8,40,68,68,1,0,50,200881,0,1065984,26,200881,1,0,56,2,200881,4,112225,1065984,0,0,0,167653,0,186140,0,0,0,0,37,3000000,42,68,32,5,1,186140,189894,2,0,2,352,0,69,62,544768,70
112254,45,153,255,1811,1,1,1912,255,1,2,51,212,2,1,Newport County,3,88,76,-1,204222,2,-1,2,2,7850,0,343,1961,2,61,60,61,61,-2,66,57,60,0,0,42,177747,2,1049664,42,204222,0,0,72,2,204222,7,112254,266304,2,0,0,177747,0,204222,0,0,0,0,69,625000,65,61,68,9,0,177747,204222,2,0,1,352,0,64,42,528448,61
112258,23,204,255,2992,1,1,2010,255,1,4,35,255,2,1,GwangJu FC,1,255,75,-1,226651,2,-1,2,2,44118,1,202,1478,1,63,64,63,66,126,37,61,61,1,1,44,192470,0,296192,53,186839,1,0,74,4,210615,3,112258,296192,1,0,0,228498,0,186839,0,0,0,1,39,1500000,44,64,34,9,9,221477,186839,4,0,1,352,0,70,44,286976,66
112259,45,91,1,4451,5,251,2002,1,199,2,51,91,3,239,AFC Wimbledon,3,199,25,-1,198692,6,-1,1,2,5339,0,285,1798,1,64,64,64,64,0,69,64,63,0,0,29,198692,0,1101898,41,197990,1,0,37,2,219561,3,112259,542794,0,0,0,160293,0,198692,0,0,0,0,73,700000,61,64,61,8,0,219561,197990,2,0,1,352,0,65,61,542794,63
112260,45,20,235,3197,255,255,1908,215,20,3,53,10,2,255,Fleetwood Town,3,10,60,-1,186751,6,-1,2,2,5532,0,163,1926,0,62,63,62,62,-3,36,64,64,0,0,51,186751,1,99714,50,186751,1,0,61,2,207804,3,112260,99714,0,0,0,186751,0,186751,0,0,0,0,36,950000,51,63,31,4,0,197774,186751,2,0,1,352,0,67,51,1089922,62
112264,6,255,255,0,1,1,1800,255,255,5,49,255,5,1,*TeamName_Abbr15_112264,1,255,45,-1,1,0,-1,1,0,0,2,0,111072,2,0,0,0,0,-123,50,0,0,2,0,52,1,1,0,70,1,0,0,44,2,1,0,112264,0,0,0,2,1,1,1,0,0,0,0,37,100,49,0,49,0,-8,1,1,2,0,0,352,0,1,51,0,0
112276,51,234,252,5499,27,214,1976,255,27,2,47,255,2,11,US Orléans,1,0,38,-1,192963,1,-1,2,1,6833,1,566,110326,1,65,67,65,68,1,56,68,65,2,0,47,192963,0,1052738,62,192963,1,0,46,2,192963,1,112276,1052738,0,0,0,188823,0,192963,0,0,0,0,53,500000,44,66,56,6,1,192963,230860,2,0,1,352,0,67,39,526402,68
112345,35,128,255,9998,96,58,1998,255,1,1,35,255,1,61,Omiya Ardija,1,255,48,-1,212536,2,-1,2,2,15491,1,550,111575,1,63,65,63,67,139,68,64,62,1,1,65,232908,1,1073156,34,232908,1,0,70,2,212536,4,112345,1052676,1,0,0,232788,0,232908,0,0,0,0,73,1700000,75,64,80,8,9,212536,212536,4,0,1,352,0,69,34,526340,69
112387,43,153,1,9728,255,255,1937,1,1,3,21,153,3,255,Al Ahli,39,1,51,-1,223627,8,-1,2,5,62000,1,232,607,1,72,71,71,78,39,52,68,69,1,0,54,168883,0,135168,54,197117,1,12,42,2,197117,5,112387,73728,0,0,0,168883,0,223627,3,0,0,0,45,3800000,54,72,57,3,3,223627,223627,9,0,7,352,0,72,35,73728,78
112389,43,1,153,5948,255,255,1954,1,1,1,25,1,1,255,Al Faisaly,39,1,49,-1,205215,5,-1,2,1,5200,2,209,112990,1,63,63,64,66,45,71,63,65,0,0,36,205215,1,1073161,45,235502,1,0,49,2,205215,1,112389,1052681,0,0,0,205215,0,205215,0,0,0,0,68,2300000,66,64,79,6,3,205215,205215,9,0,2,352,0,66,45,542729,66
112390,43,1,1,6547,1,1,1958,255,153,1,25,255,1,153,Al Fateh,39,255,48,-1,233477,6,-1,2,2,19096,1,7,112391,1,64,62,62,66,49,67,57,62,0,0,48,233477,2,1085514,72,211212,0,0,46,4,211212,8,112390,1101898,2,0,0,209565,0,233477,1,0,0,0,73,2400000,78,64,76,6,3,238805,228249,9,0,4,352,0,68,72,542794,65
112391,43,1,153,4149,1,255,1967,153,1,1,26,153,2,128,Al Qadisiyah,1,153,43,-1,228627,2,-1,2,2,11000,1,245,112096,1,65,64,66,61,50,53,63,63,0,0,65,228627,1,1056769,58,228627,1,0,52,4,228627,6,112391,1056769,1,0,0,231171,0,228627,0,0,0,0,51,1500000,65,64,52,8,3,232219,228627,9,0,1,352,0,71,58,1056769,61
112392,43,1,255,5138,1,1,1954,255,1,1,26,255,1,1,Al Raed,39,255,37,-1,210786,4,-1,2,3,23600,1,83,112393,0,63,64,64,71,43,40,63,65,0,0,40,210786,1,73861,50,210786,1,0,42,4,210786,4,112392,1052805,2,0,0,210786,0,210786,0,0,0,0,51,1800000,38,64,34,7,3,210786,210786,9,0,1,352,0,67,58,528517,71
112393,43,204,255,4399,204,1,1956,1,1,2,26,1,2,1,Al Taawoun,39,1,48,-1,239652,5,-1,2,2,23600,1,83,112392,1,63,64,63,64,43,50,63,64,0,0,52,239652,1,73745,35,239652,1,0,51,4,239652,3,112393,1073169,0,0,0,213090,0,239652,0,0,0,1,53,1700000,52,64,51,7,3,239652,209218,9,0,2,352,0,68,65,526353,64
112398,6,255,255,11996,1,1,1903,255,255,3,45,0,2,1,Vercelli,1,0,48,-1,280530,4,-1,2,1,4215,1,510,112225,1,65,64,65,65,8,52,65,65,1,0,59,204488,0,1049664,52,227701,1,0,68,2,189439,5,112398,1073216,2,0,0,173128,0,280530,7,0,0,0,50,1500000,59,64,68,7,1,204488,209594,2,0,1,352,0,68,62,526400,65
112409,6,255,255,27999,0,255,1909,255,255,1,44,255,5,0,Carpi,1,255,29,-1,189894,7,-1,1,4,4164,1,96,189,1,66,66,66,63,10,72,65,65,1,0,39,200882,2,577604,45,209407,0,0,38,2,209407,3,112409,526404,1,0,0,216068,0,189894,0,0,0,0,67,3000000,75,66,75,7,1,200882,202084,2,0,2,352,0,71,45,526404,63
112425,69,255,255,3494,255,0,1913,245,0,3,56,245,2,0,Hobro IK,1,0,45,-1,227866,1,-1,2,2,7500,2,219,1786,2,64,64,64,67,9,50,64,64,2,0,62,227866,2,1089608,36,220569,1,0,62,2,239785,5,112425,1073224,2,0,0,183499,0,227866,0,0,0,0,49,650000,62,64,62,8,1,227866,196064,2,0,1,352,0,65,76,542792,68
112427,39,33,255,9999,1,1,2012,255,46,2,-33,255,1,1,WS Wanderers,1,255,47,-1,200107,7,-1,2,3,24000,1,472,111400,2,66,66,66,67,151,51,65,65,1,0,33,200107,0,1089670,34,200107,0,0,48,2,200107,2,112427,1073286,0,0,0,181492,0,200107,0,0,0,1,52,2000000,33,66,48,5,10,234881,200107,2,0,6,352,0,68,74,1066118,67
65607,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,CP,1,0,50,-1,1,0,-1,0,5,0,2,0,1,2,0,0,0,0,0,50,0,0,2,0,50,1,1,0,50,1,0,0,50,2,1,5,112428,0,0,0,2,1,1,1,0,0,0,0,50,250000,50,0,50,5,0,1,1,2,0,0,352,0,-1,50,0,0
112444,35,0,204,10198,1,1,1996,255,0,2,43,255,1,1,H.Consa.Sapporo,1,255,27,-1,233670,1,-1,1,2,41484,1,631,112836,1,60,64,60,66,141,69,59,61,1,0,22,233670,0,1049856,53,233670,1,0,29,2,233670,4,112444,526592,2,0,0,237745,0,233670,0,0,0,0,73,2652000,73,64,53,8,9,233670,233670,4,0,1,352,0,68,53,526592,67
112476,39,128,0,3199,255,255,1973,255,1,5,-27,255,5,255,Chapecoense,1,255,45,-1,230501,3,-1,2,2,15765,2,102,1629,1,69,69,69,69,-52,50,71,71,0,1,52,230501,1,1106192,71,230490,0,0,37,4,281542,5,112476,1106192,2,0,0,230395,0,230501,0,0,0,0,49,900000,52,69,37,7,-3,230501,230363,7,0,1,352,0,71,71,542992,69
112508,23,255,255,3497,1,1,1910,255,255,4,50,255,2,1,Sandecja,1,255,29,-1,212664,1,-1,2,1,4666,1,649,110747,1,62,62,62,66,20,68,62,62,1,0,28,212664,2,66576,55,212713,1,0,31,2,280570,6,112508,542736,0,0,0,210262,0,212664,0,0,0,0,68,1575000,75,62,55,7,2,212664,190529,2,0,1,352,0,66,75,542736,66
112510,23,100,50,7998,0,255,1922,50,200,2,50,100,4,153,Termalica,1,200,29,-1,232555,4,-1,2,1,4666,1,345,110749,1,65,65,65,65,20,39,64,62,1,0,40,171601,1,544836,54,232555,1,0,29,2,232555,6,112510,541764,1,0,0,171601,0,232555,0,0,0,0,40,3120000,35,65,35,4,2,223731,232555,2,0,1,352,0,69,65,541764,65
112516,42,244,244,4499,0,30,1933,244,0,3,40,244,2,140,Tondela,1,0,25,-1,207497,1,-1,1,1,7500,0,484,518,1,68,68,68,67,-8,71,68,68,2,0,31,224890,0,1057092,36,224890,1,0,38,6,207497,1,112516,528708,0,0,0,229327,0,207497,0,0,0,0,73,800000,62,68,72,9,0,234512,224538,2,0,1,352,0,72,36,559428,66
112523,74,146,1,4498,63,1,1982,255,63,5,4,255,3,146,La Equidad,1,255,68,-1,214417,3,-1,2,2,7829,2,59,112527,1,66,67,66,69,-74,52,66,66,1,1,36,214417,2,1056778,36,214151,1,1,56,2,237655,4,112523,139274,1,0,0,214351,0,214417,0,0,0,0,49,1400000,49,67,60,4,-5,214417,196151,7,0,2,352,0,69,36,528394,69
112526,74,114,251,3599,22,1,1989,251,33,2,6,114,4,116,Envigado,1,33,40,-1,233403,3,-1,2,1,12000,2,156,112578,1,63,64,63,61,-75,48,67,66,1,1,60,233403,1,1073168,65,233403,1,0,38,4,233403,10,112526,548880,2,0,0,199686,0,233403,0,0,1,1,38,1596000,61,64,58,7,-5,237403,233403,7,0,1,352,0,70,41,544784,62
112527,74,1,226,3899,37,1,2003,226,38,2,5,1,3,106,Patriotas,1,38,68,-1,214085,5,-1,2,1,20630,2,496,112523,1,65,67,67,66,-73,40,66,64,1,1,33,221675,1,1049609,32,214085,1,0,53,4,214085,3,112527,132105,0,0,0,219546,0,214085,0,0,0,0,38,1651000,33,65,33,7,-5,231704,214085,7,0,2,352,0,70,33,532489,67
112528,74,238,246,3999,61,33,1990,246,29,1,2,238,4,121,Atlético Huila,1,29,74,-1,214497,4,-1,1,1,27000,2,339,111722,1,66,66,66,63,-75,50,66,65,1,1,53,284270,1,1073152,43,214497,1,0,63,2,214497,6,112528,286720,2,0,0,214497,0,214497,0,0,0,0,51,1666667,52,66,69,7,-5,229883,214497,7,0,2,352,0,70,63,544768,63
112531,73,163,1,6499,1,1,1978,128,227,2,-20,255,3,1,Depor. Iquique,1,255,49,-1,160043,4,-1,2,2,12000,1,230,112533,1,72,72,72,72,-70,37,72,72,1,1,57,160043,2,1049600,33,159964,1,3,48,4,282888,4,112531,1049600,2,0,0,160016,0,160043,0,0,0,0,39,850000,34,72,34,9,-3,160120,160159,7,0,3,352,0,72,34,532480,72
112533,73,193,66,8249,255,255,1966,1,255,1,-23,1,2,255,CD Antofagasta,1,1,49,-1,281650,4,-1,2,2,21170,1,21,112531,1,72,71,72,70,-70,52,70,70,1,1,34,159990,2,172096,75,281649,1,0,69,2,281676,5,112533,1089600,2,0,0,159990,1,281650,0,0,0,0,53,850000,34,71,69,8,-3,281650,159985,7,0,1,352,0,72,45,559168,70
112534,73,242,255,14000,160,0,1994,248,0,2,-36,215,1,50,Uni. Concepción,1,60,48,-1,281671,6,-1,2,1,30448,0,118,111327,1,73,73,73,72,-73,49,73,73,1,0,61,284198,1,1069328,49,209523,1,2,53,4,281671,5,112534,1073424,2,0,0,160062,0,281671,0,0,0,1,52,800000,61,73,53,7,-3,209523,160133,7,0,1,352,0,73,79,559376,72
112552,51,229,240,4999,18,228,1902,1,39,2,49,1,4,30,Quevilly Rouen,1,1,60,-1,239038,1,-1,2,1,12018,2,637,212,1,63,63,63,68,1,40,61,61,2,0,42,231226,1,99456,46,225950,1,0,52,2,225950,1,112552,66688,1,0,0,201879,1,239038,0,0,0,1,37,500000,42,63,32,4,1,231226,239038,2,0,1,352,0,67,42,526464,68
112578,74,1,130,4499,29,196,2008,178,19,4,6,144,1,1,Rionegro Águilas,1,57,35,-1,214510,5,-1,2,1,14000,2,404,112526,1,68,68,67,68,-75,48,64,65,1,1,41,232076,1,1052672,54,232076,1,0,49,4,214510,2,112578,544768,2,0,0,197817,0,214510,0,0,0,0,55,1500000,53,68,41,5,-5,219647,220522,7,0,3,352,0,69,32,542720,68
112579,74,242,255,3599,1,1,1990,255,1,2,7,242,4,1,Al. Petrolera,1,1,29,-1,221313,3,-1,2,1,10400,2,39,112992,1,66,66,68,67,-73,67,65,65,1,1,34,221313,2,1053000,40,221313,0,0,37,5,221313,2,112579,526664,1,0,0,214345,0,221313,0,0,0,0,67,1596000,70,66,50,7,-5,221313,221313,7,0,2,352,0,69,40,528712,68
112584,73,196,255,8500,102,21,1909,255,13,2,-33,196,4,57,Everton de Viña,1,13,45,-1,159998,2,-1,2,2,22360,0,593,110976,1,71,72,71,72,-71,53,72,72,1,1,35,160002,1,299161,72,159956,1,1,58,4,281645,3,112584,1089689,2,0,0,160059,0,159956,4,0,0,0,50,800000,35,72,58,7,-3,159956,159998,7,0,1,352,0,73,52,1082521,72
112606,33,52,102,269500,255,255,2010,253,141,2,28,228,1,255,Orlando City,1,146,58,-1,207858,1,-1,2,5,25500,1,360,112828,1,71,68,69,71,-81,68,68,68,1,0,66,207858,1,69768,46,214025,1,0,44,2,204542,2,112606,69768,0,0,0,214025,0,207858,0,0,1,1,69,3660000,79,69,80,5,-5,207858,138449,2,0,5,352,0,73,46,69768,70
112655,73,1,255,5499,255,255,1973,1,1,1,-34,1,2,255,Curicó Unido,1,255,46,-1,159984,2,-1,2,2,8000,0,625,110976,1,67,67,67,66,-71,53,68,68,1,0,45,159984,2,270336,38,159984,1,0,42,2,159984,5,112655,1056768,2,0,0,160112,0,159984,0,0,0,0,51,800000,45,67,42,8,-4,160210,159984,7,0,1,352,0,69,38,526336,66
112668,73,250,250,8000,1,1,1919,249,0,1,-32,191,4,1,San Luis,1,3,74,-1,281675,3,-1,1,2,7703,0,392,110976,1,68,68,68,67,-71,53,69,69,1,0,66,281675,1,164896,46,281675,0,0,76,2,281675,6,112668,270368,2,0,0,160183,0,281675,0,0,0,0,49,750000,65,68,50,8,-3,160160,159969,7,0,1,352,0,67,46,532512,67
112670,36,27,5,4999,255,252,1913,5,68,3,-31,27,2,251,Talleres,1,68,46,-1,240168,1,-1,2,1,57503,2,120,111022,1,66,66,66,67,-64,52,65,65,1,1,33,240168,1,1073296,55,226698,1,0,42,4,226698,4,112670,1073296,2,0,0,214969,0,240168,0,0,0,0,60,1000000,66,66,46,5,-3,240168,234468,7,0,1,352,0,71,53,1073296,67
112709,73,129,0,7000,255,255,1916,0,49,2,-38,129,4,255,Deportes Temuco,1,49,44,-1,280661,1,-1,2,1,18526,0,594,111327,1,69,68,69,67,-72,36,69,69,1,0,41,280661,1,1049666,42,280661,1,0,67,2,280661,4,112709,1049666,2,0,0,160055,0,280661,0,0,0,0,38,800000,33,68,33,10,-3,280661,160129,7,0,1,352,0,69,33,526402,67
112791,39,150,0,24997,254,254,1907,20,234,2,44,170,5,254,SPAL,1,254,51,-1,188599,4,-1,2,5,7499,1,573,110915,1,71,72,71,74,11,30,71,71,1,0,33,230503,1,99464,43,236624,1,0,61,2,220488,3,112791,115848,0,0,0,188599,0,220488,0,0,0,0,45,4500000,43,72,40,6,1,188599,188541,2,0,2,352,0,74,45,73864,74
112828,33,165,101,274998,255,255,2013,40,215,1,41,59,1,255,New York City FC,1,75,44,-1,205895,1,-1,2,6,30321,1,340,689,1,72,70,73,71,-74,37,68,68,1,0,42,205895,1,1049600,35,205895,1,0,67,9,205895,2,112828,1049600,0,0,0,212607,0,205895,0,0,0,0,36,3660000,41,69,31,5,-5,205895,183895,2,0,5,352,0,72,41,1049600,72
112836,35,180,255,10487,153,1,1994,204,1,6,38,1,3,1,Vegalta Sendai,1,1,46,-1,232467,5,-1,2,3,19694,1,555,112906,1,63,65,64,67,140,51,65,63,1,1,38,232467,0,86080,45,280719,1,0,69,4,232467,5,112836,1073216,0,0,0,232454,0,232467,0,0,0,0,53,3000000,38,63,69,7,9,232379,232467,4,1,4,352,0,69,75,132160,69
112885,33,0,128,172000,32,35,2014,163,11,2,33,145,1,31,Atlanta United,1,97,58,-1,230977,1,-1,2,3,40000,1,601,112828,1,72,70,72,72,-84,32,68,68,1,0,47,230977,2,86408,21,230977,1,0,41,2,230977,2,112885,82824,2,0,0,230977,0,230977,0,0,0,0,31,3660000,35,70,35,5,-5,230977,230977,2,0,1,352,0,72,77,1069448,72
